	stat	collagen
Cluster-33358.62033	-1.919256	0
Cluster-35660.0	-1.917882	0
Cluster-33358.68357	-1.916597	0
Cluster-33358.6923	-1.913180992	0
Cluster-33358.24471	-1.914081	0
Cluster-33358.60272	-1.913003	0
Cluster-35667.0	-1.913988	0
Cluster-33358.24013	-1.910327	0
Cluster-33358.58842	-1.909969	0
Cluster-33358.15849	-1.893758	0
Cluster-33358.16290	-1.901411	0
Cluster-33358.16389	-1.895379	0
Cluster-33358.19730	-1.896695	0
Cluster-33358.22135	-1.898753	0
Cluster-33358.25016	-1.906223	0
Cluster-33358.29308	-1.896289	0
Cluster-33358.29514	-1.901599	0
Cluster-33358.30270	-1.891726	0
Cluster-33358.37302	-1.901849	0
Cluster-33358.42357	1.89245	0
Cluster-33358.43394	-1.892567	0
Cluster-33358.44118	-1.892497	0
Cluster-33358.45015	-1.89234	0
Cluster-33358.47626	-1.906396	0
Cluster-33358.48870	-1.902286	0
Cluster-33358.50357	1.904687	0
Cluster-33358.55210	-1.899236	0
Cluster-33358.56951	1.90202	0
Cluster-33358.57122	-1.895978	0
Cluster-33358.60302	-1.893756	0
Cluster-33358.67612	-1.90718	0
Cluster-33358.67704	-1.89082	0
Cluster-33432.0	-1.896611	0
Cluster-39002.1	-1.898773	0
Cluster-43641.1	1.897084	0
Cluster-27489.7	-1.894590525	0
Cluster-33358.597	-1.902661039	0
Cluster-33358.2328	1.890939221	0
Cluster-33358.6226	-1.892409055	0
Cluster-33358.8247	-1.902680683	0
Cluster-33358.53547	-1.888698	0
Cluster-33358.55222	1.889438	0
Cluster-36388.0	-1.889049	0
Cluster-33358.11615	-1.88677	0
Cluster-33358.36646	-1.884221	0
Cluster-33358.56232	-1.884119	0
Cluster-33358.64543	-1.885141	0
Cluster-33358.42834	-1.883309	0
Cluster-33358.19553	-1.882453	0
Cluster-33358.21745	-1.880402	0
Cluster-33358.35707	-1.880616	0
Cluster-33358.59087	-1.880992	0
Cluster-33358.38073	-1.879243	0
Cluster-33358.24209	-1.875947	0
Cluster-33358.34178	-1.872068	0
Cluster-33358.41588	-1.871919	0
Cluster-33358.59310	1.872949	0
Cluster-33358.68390	-1.8734	0
Cluster-38221.1	-1.874256	0
Cluster-28267.2	-1.873863344	0
Cluster-33358.3875	-1.872114053	0
Cluster-33358.3168	1.859880695	0
Cluster-33358.8208	-1.861954768	0
Cluster-33358.8297	-1.86455902	0
Cluster-33358.11209	-1.858344	0
Cluster-33358.17463	-1.857742	0
Cluster-33358.19534	-1.862086	0
Cluster-33358.20482	1.849208	0
Cluster-33358.23001	1.855307	0
Cluster-33358.23545	-1.868577	0
Cluster-33358.24056	-1.849672	0
Cluster-33358.32979	-1.862149	0
Cluster-33358.34818	1.857763	0
Cluster-33358.37148	-1.852912	0
Cluster-33358.37896	-1.849884	0
Cluster-33358.39091	-1.861138	0
Cluster-33358.39471	-1.865624	0
Cluster-33358.41096	-1.855578	0
Cluster-33358.42910	-1.851865	0
Cluster-33358.43646	-1.849477	0
Cluster-33358.46089	-1.849923	0
Cluster-33358.49053	-1.85745	0
Cluster-33358.49743	-1.86388	0
Cluster-33358.50299	-1.854236	0
Cluster-33358.50699	-1.856651	0
Cluster-33358.50705	-1.860944	0
Cluster-33358.52552	-1.853357	0
Cluster-33358.53869	-1.864442	0
Cluster-33358.63583	-1.860455	0
Cluster-33358.65489	-1.849509	0
Cluster-33358.66109	1.860298	0
Cluster-33358.66186	-1.859448	0
Cluster-33358.66460	-1.859144	0
Cluster-35049.0	-1.858521	0
Cluster-47242.0	1.853669	0
Cluster-47555.0	1.86494	0
Cluster-48400.0	-1.849768	0
Cluster-33358.41328	-1.847788	0
Cluster-33358.67689	-1.847832	0
Cluster-33358.4630	-1.846407226	0
Cluster-33358.13663	-1.845556	0
Cluster-45141.0	-1.843273	0
Cluster-33358.20563	1.842362	0
Cluster-33358.13212	-1.836204	0
Cluster-33358.13558	-1.83538	0
Cluster-33358.30951	-1.836005	0
Cluster-33358.31288	-1.834937	0
Cluster-33358.35589	-1.838583	0
Cluster-33358.41949	-1.840005	0
Cluster-33358.54397	-1.833372	0
Cluster-33358.60541	1.83248	0
Cluster-33358.62317	1.833496	0
Cluster-33358.63524	1.839642	0
Cluster-33358.63580	-1.834806	0
Cluster-36674.0	-1.833655	0
Cluster-47699.1	-1.834758	0
Cluster-18735.0	-1.840005997	0
Cluster-33358.2788	-1.832957785	0
Cluster-33358.7645	-1.83848933	0
Cluster-30213.1	-1.819852427	0
Cluster-32824.1	-1.812976806	0
Cluster-33358.1111	-1.814014486	0
Cluster-33358.4984	-1.824891672	0
Cluster-33358.5319	-1.811295012	0
Cluster-33358.9072	-1.812294095	0
Cluster-33358.9426	1.825023	0
Cluster-33358.10095	-1.827166	0
Cluster-33358.11996	-1.829342	0
Cluster-33358.12188	-1.818678	0
Cluster-33358.12194	-1.816772	0
Cluster-33358.14733	-1.818854	0
Cluster-33358.24899	-1.813757	0
Cluster-33358.26193	-1.826675	0
Cluster-33358.39525	-1.819698	0
Cluster-33358.40006	-1.816856	0
Cluster-33358.40116	-1.814482	0
Cluster-33358.42384	-1.811485	0
Cluster-33358.42587	-1.813946	0
Cluster-33358.47537	-1.829	0
Cluster-33358.49932	-1.816431	0
Cluster-33358.52233	1.826295	0
Cluster-33358.53179	-1.816059	0
Cluster-33358.54589	-1.821208	0
Cluster-33358.59805	-1.812489	0
Cluster-33358.59909	1.824073	0
Cluster-33358.61408	-1.821171	0
Cluster-33358.62492	1.829294	0
Cluster-33358.63986	-1.817586	0
Cluster-33358.65905	-1.81835	0
Cluster-33358.67344	-1.825055	0
Cluster-33358.68852	1.81614	0
Cluster-37770.0	-1.813964	0
Cluster-43866.0	1.825882	0
Cluster-46105.0	1.827371	0
Cluster-47102.0	-1.818701	0
Cluster-47780.1	-1.820801	0
Cluster-33358.21999	-1.807698	0
Cluster-33358.29903	-1.810009	0
Cluster-33358.31459	-1.806244	0
Cluster-33358.35985	1.806458	0
Cluster-33358.49171	-1.807318	0
Cluster-33358.62596	-1.806485	0
Cluster-45482.5	-1.806921	0
Cluster-33358.3011	-1.807785592	0
Cluster-33358.27218	1.805277	0
Cluster-33358.11008	-1.801409	0
Cluster-33358.18943	-1.801459	0
Cluster-33358.25882	-1.801486	0
Cluster-33358.39208	-1.803607	0
Cluster-33358.42425	-1.802097	0
Cluster-33358.48582	-1.801218	0
Cluster-33358.57098	-1.802275	0
Cluster-33358.12738	-1.798381	0
Cluster-33358.36272	1.798449	0
Cluster-33358.4077	-1.793274252	0
Cluster-33358.25707	-1.793323	0
Cluster-33358.33679	-1.796281	0
Cluster-33358.33939	-1.797502	0
Cluster-33358.34024	1.793876	0
Cluster-33358.43230	-1.796974	0
Cluster-33358.59341	-1.793016	0
Cluster-33358.63032	-1.796057	0
Cluster-33358.64940	-1.794583	0
Cluster-38926.0	-1.794643	0
Cluster-33358.9385	-1.788313	0
Cluster-33358.17221	-1.788403	0
Cluster-33358.34075	-1.789071	0
Cluster-33358.18525	-1.781538	0
Cluster-33358.19159	-1.779039	0
Cluster-33358.20513	-1.786386	0
Cluster-33358.28303	-1.778309	0
Cluster-33358.30255	-1.784941	0
Cluster-33358.30685	-1.780938	0
Cluster-33358.32557	-1.785999	0
Cluster-33358.33137	1.781163	0
Cluster-33358.38812	-1.780808	0
Cluster-33358.43024	-1.780645	0
Cluster-33358.44253	-1.77896	0
Cluster-33358.46923	1.778709	0
Cluster-33358.50076	-1.785718	0
Cluster-33358.51889	-1.778423	0
Cluster-33358.56076	-1.780114	0
Cluster-33358.61267	-1.78132	0
Cluster-33358.67868	-1.77808	0
Cluster-37831.2	-1.77832	0
Cluster-33358.12339	-1.774406	0
Cluster-33358.15754	-1.776387	0
Cluster-33358.45452	-1.773381	0
Cluster-33358.46526	-1.773986	0
Cluster-33358.47214	-1.774903	0
Cluster-33358.56731	1.776029	0
Cluster-33358.68109	-1.774063	0
Cluster-39032.1	1.773692	0
Cluster-40449.3	-1.77235	0
Cluster-33358.30886	1.771757	0
Cluster-37801.0	-1.770441	0
Cluster-33358.62121	-1.769361	0
Cluster-33358.35230	1.768028	0
Cluster-33358.56854	-1.766571	0
Cluster-33358.66420	-1.766725	0
Cluster-33358.54357	-1.765358	0
Cluster-33358.66280	-1.765202	0
Cluster-33358.45714	-1.763673	0
Cluster-33358.67019	-1.763372	0
Cluster-33358.3626	-1.758503869	0
Cluster-33358.9160	-1.757227	0
Cluster-33358.12396	-1.75935	0
Cluster-33358.22415	-1.758648	0
Cluster-33358.23936	-1.757431	0
Cluster-33358.24936	-1.76081	0
Cluster-33358.28102	1.756792	0
Cluster-33358.35400	1.7575	0
Cluster-33358.63242	-1.760711	0
Cluster-33358.63413	1.758663	0
Cluster-33358.66129	-1.758846	0
Cluster-33358.2972	-1.755989929	0
Cluster-33358.59190	-1.755063	0
Cluster-33358.65705	1.755351	0
Cluster-33358.35823	-1.754096	0
Cluster-33793.0	-1.752939	0
Cluster-33358.16188	-1.750985	0
Cluster-33358.58996	-1.749524	0
Cluster-33358.20839	1.747543	0
Cluster-25232.9	-1.74669852	0
Cluster-33358.18262	-1.744693	0
Cluster-33358.21159	-1.73994	0
Cluster-33358.27744	-1.740796	0
Cluster-33358.34867	-1.740108	0
Cluster-33358.42446	1.742679	0
Cluster-33358.43769	1.740795	0
Cluster-33358.49056	1.742015	0
Cluster-33358.49156	-1.742755	0
Cluster-33358.62410	-1.741364	0
Cluster-42223.2	-1.742926	0
Cluster-33358.4005	-1.741472958	0
Cluster-33358.34637	1.738245	0
Cluster-33358.21291	-1.73643	0
Cluster-33358.63433	1.736792	0
Cluster-33358.63556	-1.735365	0
Cluster-33358.68538	-1.73568	0
Cluster-33358.19454	1.734483	0
Cluster-33358.62167	1.73353	0
Cluster-38113.3	-1.733441	0
Cluster-33358.19966	-1.732164	0
Cluster-33358.38650	-1.731319	0
Cluster-38822.4	-1.730889	0
Cluster-33358.5200	-1.721551487	0
Cluster-33358.14709	-1.721554	0
Cluster-33358.23997	-1.729464	0
Cluster-33358.30528	-1.72185	0
Cluster-33358.33392	-1.723038	0
Cluster-33358.39399	-1.728759	0
Cluster-33358.41912	-1.722337	0
Cluster-33358.45857	-1.726354	0
Cluster-33358.47755	-1.723841	0
Cluster-33358.48044	-1.728181	0
Cluster-33358.48334	1.724756	0
Cluster-33358.50266	-1.723231	0
Cluster-33358.54679	-1.727245	0
Cluster-33358.54924	-1.721619	0
Cluster-33358.59249	-1.725056	0
Cluster-33358.59408	-1.722022	0
Cluster-33358.63707	1.726711	0
Cluster-33358.67025	1.721577	0
Cluster-38811.0	-1.722972	0
Cluster-32558.3	1.719992656	0
Cluster-33358.3008	-1.720148993	0
Cluster-45941.1	-1.720619	0
Cluster-33358.39605	-1.718235	0
Cluster-33358.46960	-1.716739	0
Cluster-33358.55912	-1.716588	0
Cluster-33358.68193	-1.716335	0
Cluster-33358.24090	1.715505	0
Cluster-33358.64785	-1.715376	0
Cluster-33358.66675	1.713889	0
Cluster-32817.1	1.71374123	0
Cluster-33358.11693	-1.708588	0
Cluster-33358.18225	-1.707139	0
Cluster-33358.19188	-1.70645	0
Cluster-33358.21447	-1.712136	0
Cluster-33358.26107	1.708247	0
Cluster-33358.30148	-1.706182	0
Cluster-33358.32921	-1.708577	0
Cluster-33358.34162	-1.709246	0
Cluster-33358.40144	-1.705732	0
Cluster-33358.40261	1.708504	0
Cluster-33358.46460	-1.710234	0
Cluster-33358.47400	-1.707262	0
Cluster-33358.47565	1.711733	0
Cluster-33358.62431	-1.709959	0
Cluster-33358.1617	-1.707002218	0
Cluster-33358.2288	-1.707695816	0
Cluster-33358.7465	-1.706789722	0
Cluster-33358.17111	1.703902	0
Cluster-33358.36444	-1.70134	0
Cluster-33358.53162	-1.701206	0
Cluster-33358.66682	1.701815	0
Cluster-42831.0	-1.700595	0
Cluster-42111.0	-1.699332	0
Cluster-47042.0	-1.699372	0
Cluster-33358.20470	-1.697437	0
Cluster-33358.48709	1.697141	0
Cluster-33358.68051	1.69741	0
Cluster-33358.25408	-1.696293	0
Cluster-33358.30652	1.695463	0
Cluster-33358.37393	-1.695076	0
Cluster-33358.37948	-1.695689	0
Cluster-33358.31581	-1.693255	0
Cluster-33358.3151	-1.691799249	0
Cluster-33358.8445	-1.688769359	0
Cluster-33358.15848	-1.692565	0
Cluster-33358.16871	-1.689015	0
Cluster-33358.19903	-1.689169	0
Cluster-33358.24434	-1.690118	0
Cluster-33358.37285	-1.687074	0
Cluster-33358.50130	-1.689248	0
Cluster-33358.51164	-1.687102	0
Cluster-33358.59883	-1.686776	0
Cluster-33358.60945	1.691619	0
Cluster-33358.66531	-1.689695	0
Cluster-36137.0	-1.687529	0
Cluster-36178.0	-1.688302	0
Cluster-33358.52375	1.686265	0
Cluster-33358.30603	-1.685066	0
Cluster-33358.59136	-1.684873	0
Cluster-33358.36335	-1.684135	0
Cluster-33358.57994	-1.683068	0
Cluster-33358.63808	-1.682348	0
Cluster-34332.0	-1.682761	0
Cluster-33358.50696	-1.681571	0
Cluster-33358.33514	-1.6797	0
Cluster-33358.15137	-1.677715	0
Cluster-33358.26805	-1.677441	0
Cluster-33358.50938	1.676896	0
Cluster-33358.54297	1.676873	0
Cluster-33358.59861	1.677177	0
Cluster-33358.57980	1.676031	0
Cluster-33358.11439	1.672189	0
Cluster-33358.17230	-1.672404	0
Cluster-33358.28607	1.669731	0
Cluster-33358.29764	-1.668809	0
Cluster-33358.35727	-1.67083	0
Cluster-33358.37904	1.669265	0
Cluster-33358.39590	-1.671436	0
Cluster-33358.41233	-1.671437	0
Cluster-33358.46163	-1.674532	0
Cluster-33358.47852	-1.66847	0
Cluster-33358.48287	1.672021	0
Cluster-33358.50182	1.669552	0
Cluster-33358.53084	-1.674361	0
Cluster-33358.60778	-1.672899	0
Cluster-33358.61104	1.668309	0
Cluster-45952.0	-1.668855	0
Cluster-33358.5539	-1.670423306	0
Cluster-33358.56658	-1.667251	0
Cluster-33358.22011	1.666529	0
Cluster-33358.36995	-1.666161	0
Cluster-33358.54840	-1.66573	0
Cluster-33358.20388	-1.664605	0
Cluster-33358.10626	-1.662495	0
Cluster-33358.200	1.661782717	0
Cluster-33358.18282	-1.661258	0
Cluster-27678.1	-1.65931152	0
Cluster-33358.26069	-1.659862	0
Cluster-33358.67957	-1.659406	0
Cluster-33358.31276	-1.657802	0
Cluster-33358.34003	-1.65712	0
Cluster-33358.34159	-1.657173	0
Cluster-33358.36547	-1.65766	0
Cluster-31182.0	-1.653653335	0
Cluster-31994.3	-1.654721951	0
Cluster-33358.100	-1.653260222	0
Cluster-33358.11356	-1.651981	0
Cluster-33358.12280	1.654458	0
Cluster-33358.15584	-1.652923	0
Cluster-33358.21668	-1.652814	0
Cluster-33358.45862	-1.654497	0
Cluster-33358.49218	-1.652047	0
Cluster-33358.66453	-1.652518	0
Cluster-33358.62927	-1.651258	0
Cluster-35112.0	-1.649796	0
Cluster-36356.0	-1.648522	0
Cluster-33358.56297	-1.647655	0
Cluster-38113.0	-1.647129	0
Cluster-29482.3	-1.637063785	0
Cluster-33358.2030	-1.631905752	0
Cluster-33358.2774	-1.63629805	0
Cluster-33358.3654	-1.627383352	0
Cluster-33358.4675	1.625925008	0
Cluster-33358.6970	-1.642458469	0
Cluster-33358.14852	-1.627474	0
Cluster-33358.16721	-1.629092	0
Cluster-33358.20963	1.641734	0
Cluster-33358.20985	1.637353	0
Cluster-33358.23668	-1.635853	0
Cluster-33358.24074	1.637874	0
Cluster-33358.25163	-1.634656	0
Cluster-33358.25965	-1.635665	0
Cluster-33358.28531	-1.631359	0
Cluster-33358.29183	-1.639772	0
Cluster-33358.29511	-1.642079	0
Cluster-33358.29566	-1.625938	0
Cluster-33358.31108	-1.630223	0
Cluster-33358.32070	-1.63006	0
Cluster-33358.32093	-1.641442	0
Cluster-33358.32215	-1.643533	0
Cluster-33358.33722	1.638462	0
Cluster-33358.34987	1.641423	0
Cluster-33358.35917	-1.641115	0
Cluster-33358.36960	1.629452	0
Cluster-33358.38784	1.628759	0
Cluster-33358.39991	1.643289	0
Cluster-33358.40784	-1.63904	0
Cluster-33358.41030	-1.643484	0
Cluster-33358.44127	-1.635776	0
Cluster-33358.45960	-1.633267	0
Cluster-33358.50986	-1.636173	0
Cluster-33358.51712	1.625843	0
Cluster-33358.52903	-1.644689	0
Cluster-33358.53723	-1.638819	0
Cluster-33358.54174	-1.626815	0
Cluster-33358.55708	1.63387	0
Cluster-33358.57566	1.630261	0
Cluster-33358.58906	1.633072	0
Cluster-33358.59955	-1.637682	0
Cluster-33358.61480	-1.63354	0
Cluster-33358.64580	-1.639049	0
Cluster-33358.65005	1.642534	0
Cluster-33358.66571	-1.630303	0
Cluster-33358.69102	-1.637409	0
Cluster-35626.2	-1.628489	0
Cluster-36159.1	-1.626136	0
Cluster-39002.3	-1.632814	0
Cluster-33358.6121	1.624927222	0
Cluster-33358.6247	-1.623769733	0
Cluster-33358.7294	-1.622379449	0
Cluster-33358.15166	-1.622159	0
Cluster-33358.33662	-1.623444	0
Cluster-33358.35274	-1.624549	0
Cluster-33358.42370	-1.622645	0
Cluster-33358.55741	-1.62321	0
Cluster-33358.33624	-1.621068	0
Cluster-33358.14734	1.620547	0
Cluster-33358.53196	-1.618483	0
Cluster-33358.10140	-1.617893	0
Cluster-33358.59018	-1.617068	0
Cluster-33358.46684	-1.615723	0
Cluster-28426.2	-1.613396927	0
Cluster-33358.11069	-1.612933	0
Cluster-33358.20783	1.613235	0
Cluster-33358.43624	-1.614671	0
Cluster-33358.50725	-1.613132	0
Cluster-37286.0	-1.614177	0
Cluster-33358.12052	-1.611794	0
Cluster-33358.6597	-1.60964645	0
Cluster-33358.55685	1.60855	0
Cluster-33358.19943	-1.606494	0
Cluster-33358.23689	-1.606973	0
Cluster-33358.26661	-1.606859	0
Cluster-33358.30241	-1.605605	0
Cluster-33358.24302	1.603949	0
Cluster-33358.33344	-1.604547	0
Cluster-33358.34399	-1.60342	0
Cluster-33358.65261	1.603642	0
Cluster-47712.0	-1.602111	0
Cluster-46459.0	-1.601344	0
Cluster-38372.0	-1.600392	0
Cluster-33358.9163	-1.598907	0
Cluster-33358.16129	-1.598029	0
Cluster-33358.20026	-1.596199	0
Cluster-33358.24544	-1.595812	0
Cluster-33358.26648	-1.599544	0
Cluster-33358.37437	-1.599167	0
Cluster-33358.39019	-1.597351	0
Cluster-33358.41774	-1.598363	0
Cluster-33358.51667	1.595841	0
Cluster-33358.1957	-1.596722367	0
Cluster-33358.6806	1.595697656	0
Cluster-33358.64913	-1.595158	0
Cluster-33358.8552	-1.594493571	0
Cluster-33358.19878	1.593528	0
Cluster-33358.40596	-1.592382	0
Cluster-33358.29726	-1.591819	0
Cluster-33358.21795	-1.590887	0
Cluster-33358.41283	-1.590293	0
Cluster-33358.13265	-1.587956	0
Cluster-33358.20855	1.588444	0
Cluster-33358.66385	1.587557	0
Cluster-40582.0	-1.588116	0
Cluster-47276.0	1.587539	0
Cluster-33358.3760	-1.587964046	0
Cluster-33358.17280	-1.586102	0
Cluster-33358.38787	-1.585916	0
Cluster-33358.52560	-1.586817	0
Cluster-33358.53984	1.585664	0
Cluster-41459.0	1.585041	0
Cluster-33358.56760	1.58357	0
Cluster-47790.2	-1.582503	0
Cluster-33358.13278	-1.58023	0
Cluster-33358.29723	-1.580738	0
Cluster-33358.34243	-1.580861	0
Cluster-33358.35215	-1.580016	0
Cluster-33358.68317	1.581561	0
Cluster-33358.17330	-1.577511	0
Cluster-33358.56539	1.577604	0
Cluster-33358.13226	-1.574842	0
Cluster-33358.34711	-1.575815	0
Cluster-33358.60410	-1.575072	0
Cluster-33358.60473	-1.574622	0
Cluster-33358.61283	1.575781	0
Cluster-33358.68172	-1.575861	0
Cluster-33358.48750	-1.574025	0
Cluster-33358.22435	-1.572484	0
Cluster-33358.38382	-1.571622	0
Cluster-33358.44121	-1.571964	0
Cluster-33358.47812	-1.572084	0
Cluster-33358.68235	-1.572969	0
Cluster-33358.24703	-1.570955	0
Cluster-33358.64934	1.570783	0
Cluster-33358.32374	1.568615	0
Cluster-33358.15893	-1.566758	0
Cluster-33358.26747	-1.566793	0
Cluster-33358.27732	-1.566736	0
Cluster-33358.15614	1.566077	0
Cluster-33358.29161	-1.564964	0
Cluster-33358.37803	-1.565037	0
Cluster-33358.61740	-1.564923	0
Cluster-33358.67650	1.564293	0
Cluster-33358.10389	1.561542	0
Cluster-33358.12336	-1.563147	0
Cluster-33358.39713	-1.562316	0
Cluster-33358.41013	1.562927	0
Cluster-33358.48797	-1.561352	0
Cluster-33358.50080	-1.561978	0
Cluster-45123.1	-1.563184	0
Cluster-33358.25334	-1.560452	0
Cluster-33358.60476	-1.559986	0
Cluster-33358.24791	-1.558805	0
Cluster-33358.16020	-1.558068	0
Cluster-33358.29553	-1.55757	0
Cluster-33358.9089	-1.557484452	0
Cluster-46873.1	-1.5562	0
Cluster-48594.0	1.555809	0
Cluster-33358.64750	1.555404	0
Cluster-33358.9977	1.550482	0
Cluster-33358.27757	-1.548922	0
Cluster-33358.37949	-1.553012	0
Cluster-33358.43926	-1.550383	0
Cluster-33358.44208	-1.550235	0
Cluster-33358.44241	1.548818	0
Cluster-33358.45919	-1.549298	0
Cluster-33358.46011	-1.548944	0
Cluster-33358.48531	-1.550904	0
Cluster-33358.48713	-1.550724	0
Cluster-33358.56564	-1.551045	0
Cluster-33358.62219	-1.550895	0
Cluster-33358.65711	1.552228	0
Cluster-33358.68488	1.550809	0
Cluster-45183.0	-1.551036	0
Cluster-33358.42178	-1.548353	0
Cluster-33358.22502	-1.543639	0
Cluster-33358.37107	-1.544066	0
Cluster-33358.39658	-1.545868	0
Cluster-33358.39959	-1.543485	0
Cluster-33358.43666	-1.544344	0
Cluster-33358.45520	-1.547129	0
Cluster-33358.45656	-1.54352	0
Cluster-33358.64287	-1.54448	0
Cluster-33358.65807	-1.543947	0
Cluster-33358.66601	-1.547495	0
Cluster-33358.66960	-1.5469	0
Cluster-41733.0	-1.546377	0
Cluster-33358.49006	-1.542944	0
Cluster-33358.19647	1.542076	0
Cluster-33358.42977	-1.542431	0
Cluster-33358.16857	-1.541613	0
Cluster-33358.49713	1.540348	0
Cluster-33358.39488	-1.538791	0
Cluster-33358.62690	-1.538799	0
Cluster-45501.1	-1.539451	0
Cluster-33358.53636	-1.538293	0
Cluster-33358.38037	1.53685	0
Cluster-33358.11155	1.527705	0
Cluster-33358.17174	1.534956	0
Cluster-33358.19852	-1.528884	0
Cluster-33358.20242	-1.528953	0
Cluster-33358.26313	-1.527781	0
Cluster-33358.30709	-1.530731	0
Cluster-33358.37149	1.532783	0
Cluster-33358.38220	1.531816	0
Cluster-33358.43034	-1.529326	0
Cluster-33358.43227	-1.535379	0
Cluster-33358.45624	-1.534326	0
Cluster-33358.49464	1.531692	0
Cluster-33358.56599	-1.533938	0
Cluster-33358.57766	1.531101	0
Cluster-33358.60507	1.529917	0
Cluster-33358.61511	-1.528626	0
Cluster-34817.0	-1.53572	0
Cluster-38506.3	-1.528101	0
Cluster-39032.0	-1.533047	0
Cluster-40911.0	-1.528517	0
Cluster-28306.0	1.529724266	0
Cluster-32465.1	1.528914188	0
Cluster-33358.19	-1.527402002	0
Cluster-33358.2821	-1.533138959	0
Cluster-33358.63204	-1.526707	0
Cluster-33358.11210	-1.524859	0
Cluster-33358.20345	-1.525376	0
Cluster-33358.38153	-1.525046	0
Cluster-33358.9087	-1.522356854	0
Cluster-33358.22501	-1.522635	0
Cluster-33358.29453	-1.523432	0
Cluster-33358.52059	1.522735	0
Cluster-33358.64919	1.522898	0
Cluster-33358.63294	-1.521887	0
Cluster-33358.23179	1.521281	0
Cluster-33358.29174	1.519914	0
Cluster-39597.0	-1.520518	0
Cluster-43904.2	1.520075	0
Cluster-33358.21721	-1.519248	0
Cluster-33358.25236	-1.518146	0
Cluster-33358.37486	1.516993	0
Cluster-33358.29139	1.515685	0
Cluster-33358.46815	-1.51552	0
Cluster-33358.3181	-1.514277336	0
Cluster-33358.5118	1.512846581	0
Cluster-33358.28957	-1.512624	0
Cluster-33358.50500	1.513096	0
Cluster-33358.41121	-1.511923	0
Cluster-33358.68528	-1.511686	0
Cluster-33358.65219	1.511046	0
Cluster-33358.26732	-1.509616	0
Cluster-33358.27202	1.509521	0
Cluster-33358.50965	-1.508698	0
Cluster-33358.51926	1.508417	0
Cluster-33358.42659	-1.50501	0
Cluster-33358.66607	-1.50503	0
Cluster-33358.15851	-1.504046	0
Cluster-33358.20599	-1.502481	0
Cluster-33358.27053	-1.499657	0
Cluster-33358.29143	-1.499555	0
Cluster-33358.30461	1.499326	0
Cluster-33358.30732	1.501566	0
Cluster-33358.38935	1.501238	0
Cluster-33358.39112	-1.500025	0
Cluster-33358.49939	1.502902	0
Cluster-33358.53680	-1.499201	0
Cluster-33358.64364	1.50065	0
Cluster-33358.67099	1.50289	0
Cluster-33358.68497	-1.49936	0
Cluster-35684.0	-1.500587	0
Cluster-37685.0	1.5042	0
Cluster-33358.37157	-1.497826	0
Cluster-33358.53594	-1.497757	0
Cluster-33358.64698	-1.498459	0
Cluster-43627.1	-1.497021	0
Cluster-33358.28427	1.495947	0
Cluster-33358.9885	-1.492978	0
Cluster-33358.17770	-1.492653	0
Cluster-33358.32835	1.494748	0
Cluster-33358.45841	-1.495478	0
Cluster-33358.49186	1.492853	0
Cluster-33358.51794	1.494257	0
Cluster-33358.54063	-1.493773	0
Cluster-33358.63194	-1.492549	0
Cluster-37352.2	-1.492894	0
Cluster-33358.29410	-1.491298	0
Cluster-33358.46190	1.489671	0
